ID,Timestamp,User,Text,Cleaned_Text,Sentiment,Label
1952824474442539283,2025-08-05 20:10:11+00:00,1586843463227678721,RT @GovAbbottPress: Texas has every right to redraw district lines to represent ALL voters.  Democrats turned their backs on Texans.  They…,rt texas has every right to redraw district lines to represent all voters democrats turned their backs on texans they,Negative,Negative
1952824471628464225,2025-08-05 20:10:10+00:00,1694494115990581248,RT @GovAbbottPress: Texas has every right to redraw district lines to represent ALL voters.  Democrats turned their backs on Texans.  They…,rt texas has every right to redraw district lines to represent all voters democrats turned their backs on texans they,Negative,Negative
1952824470835740961,2025-08-05 20:10:10+00:00,1719527915715432448,RT @antpats2: Yall need to flood and spam the “dead dance leak” search with troll videos like the swifties do IDGAF start posting random st…,rt yall need to flood and spam the dead dance leak search with troll videos like the swifties do idgaf start posting random st,Negative,Negative
1952824468029518034,2025-08-05 20:10:09+00:00,782383733693358080,"RT @NigeriaStories: BREAKING NEWS: Nigeria First Lady Oluremi Tinubu today donated N1 Billion Naira to Support Flood Victims in Mokwa, Nige…",rt breaking news nigeria first lady oluremi tinubu today donated n1 billion naira to support flood victims in mokwa nige,Positive,Positive
1952824467870130495,2025-08-05 20:10:09+00:00,25950223,RT @RepSwalwell: Keep showing up and holding elected officials accountable. https://t.co/FMEzrH124h,rt keep showing up and holding elected officials accountable,Neutral,Neutral
1952824465022194109,2025-08-05 20:10:08+00:00,28197598,A highlight of the event is a special prize for those who donate $10 or more. One lucky donor will win an autographed guitar and tickets to see Brad Paisley https://t.co/HTH7Vz4jrg,a highlight of the event is a special prize for those who donate 10 or more one lucky donor will win an autographed guitar and tickets to see brad paisley,Positive,Positive
1952824461180235981,2025-08-05 20:10:07+00:00,1309262172728553474,"@Fernand46357857 and since the flood,  the Texas Legislature has  held one hearing on flood recovery,   but 8 hearings on how to gerrymander their state so Democrats can't win a fair vote.  Priorities are crystal clear for Republican fascists - grab power",and since the flood the texas legislature has held one hearing on flood recovery but 8 hearings on how to gerrymander their state so democrats cant win a fair vote priorities are crystal clear for republican fascists grab power,Negative,Negative
1952824458017947774,2025-08-05 20:10:07+00:00,1594460143743373312,"@mattdizwhitlock Then the news anchor should have said, "" But Democrats play those same games too. Of course Republicans are going to join the help for the flood victims to the redistricting to make you and your party look like heartless fools if you decide to escape the vote""",then the news anchor should have said but democrats play those same games too of course republicans are going to join the help for the flood victims to the redistricting to make you and your party look like heartless fools if you decide to escape the vote,Positive,Positive
1952824455065157964,2025-08-05 20:10:06+00:00,1264311018462646272,RT @TheTNHoller: TEXAS FLOOD VICTIMS: “Trump &amp; Abbott told us we’d have every resource we need — we got an 8% property tax hike… our warnin…,rt texas flood victims trump amp abbott told us wed have every resource we need we got an 8 property tax hike our warnin,Negative,Negative
1952824440405762077,2025-08-05 20:10:02+00:00,935673336025272320,RT @mattxiv: in america if you don’t support israel the government lets you die in a flood https://t.co/dHtYuACn0m,rt in america if you dont support israel the government lets you die in a flood,Negative,Negative
1952824440313504203,2025-08-05 20:10:02+00:00,3436752761,RT @MAGACult2: Mike Flood (NE) is not having a good couple of days on social media https://t.co/JIZ5PJmmMJ,rt mike flood ne is not having a good couple of days on social media,Negative,Negative
1952824439420117260,2025-08-05 20:10:02+00:00,446716035,"RT @mattmfm: Incredible scene in Lincoln, Nebraska tonight: GOP Rep. Mike Flood’s town hall drowned out for over an hour by chants of “Vote…",rt incredible scene in lincoln nebraska tonight gop rep mike floods town hall drowned out for over an hour by chants of vote,Negative,Negative
1952824438560526569,2025-08-05 20:10:02+00:00,1253856002128195584,RT @United24media: Russia’s Storm-1516 is impersonating real journalists and using AI to flood Europe with fake news and election lies.  ht…,rt russias storm1516 is impersonating real journalists and using ai to flood europe with fake news and election lies ht,Negative,Negative
1952824437365236111,2025-08-05 20:10:02+00:00,585170086,"RT @Breaking911: REP. MIKE FLOOD, (R-NEB.): ""Do you think that people who are 28-years-old, that can work, &amp; refuse to work, should get fre…",rt rep mike flood rneb do you think that people who are 28yearsold that can work amp refuse to work should get fre,Negative,Negative
1952824434135580946,2025-08-05 20:10:01+00:00,1190266086605905920,"RT @ChuksEricE: Residents cry out as flood takes over their homes in Ijede, Ikorodu, Lagos State😳🙆 https://t.co/IGng7HufMm",rt residents cry out as flood takes over their homes in ijede ikorodu lagos state,Negative,Negative
1952824428641042626,2025-08-05 20:10:00+00:00,1889822259940147200,Noah's Flood vs  the Epic of Gilgamesh https://t.co/8RRAgF0iBy via @YouTube,noahs flood vs the epic of gilgamesh via,Neutral,Neutral
1952824426812101068,2025-08-05 20:09:59+00:00,20981476,"RT @Acyn: Question for Mike Flood: With $450 million being allocated to Alligator Alcatraz, and ICE burning through $8.4 million a day to i…",rt question for mike flood with 450 million being allocated to alligator alcatraz and ice burning through 84 million a day to i,Neutral,Neutral
1952824418222194922,2025-08-05 20:09:57+00:00,2281233468,RT @WallStreetApes: Democrats saying Texas redistricting is election rigging is hilarious when you learn Mark Zuckerberg paid off Secretari…,rt democrats saying texas redistricting is election rigging is hilarious when you learn mark zuckerberg paid off secretari,Positive,Positive
1952824417752629387,2025-08-05 20:09:57+00:00,1885015737133391876,RT @Matthewtravis08: Woman annihilates Republican Mike Flood at a town hall.  This is how it’s done. https://t.co/fPzZ7KxTbM,rt woman annihilates republican mike flood at a town hall this is how its done,Neutral,Neutral
1952824414216626326,2025-08-05 20:09:56+00:00,19077401,RT @TheTNHoller: TEXAS FLOOD VICTIMS: “Trump &amp; Abbott told us we’d have every resource we need — we got an 8% property tax hike… our warnin…,rt texas flood victims trump amp abbott told us wed have every resource we need we got an 8 property tax hike our warnin,Negative,Negative
1952824413822374010,2025-08-05 20:09:56+00:00,760277806508945408,RT @TheJenniWren: Rep. Mike Flood voted to gut health care for millions — now he’s being stalked through the halls by women in Handmaid’s c…,rt rep mike flood voted to gut health care for millions now hes being stalked through the halls by women in handmaids c,Positive,Positive
1952824406914609438,2025-08-05 20:09:54+00:00,1586147435981651968,RT @WallStreetApes: Democrats saying Texas redistricting is election rigging is hilarious when you learn Mark Zuckerberg paid off Secretari…,rt democrats saying texas redistricting is election rigging is hilarious when you learn mark zuckerberg paid off secretari,Positive,Positive
1952824404595097850,2025-08-05 20:09:54+00:00,1273002457770135554,"RT @MehmetArdic_: Sahte diploma çetesi ile ilgili netleşen bilgiler.. (flood) ⤵️  Sahte diplomalar, sürücü belgeleri ve kamu sistemlerine i…",rt sahte diploma çetesi ile ilgili netleşen bilgiler flood sahte diplomalar sürücü belgeleri ve kamu sistemlerine i,Neutral,Neutral
